id,casrn,tri_chemical_id,srs_id,casrn,source_chemical_name,tri_chemical_name,Other common names,NJ Right to Know FactSheet (URL),Carcinogens,Carcinogenicity source,Developmental or Reproductive Toxicants,Developmental / Reproductive Toxicity sources,Mutagens,Mutagen source,Neurotoxicants,Neuro source,Endocrine Disruptors,Endocrine Source,Asthmagens,Asthmagen Source
9ab8bb14-1a05-4218-b627-b0f623450fd4,0615-05-04,615054,,615-05-04,"2,4-Diaminoanisole",,,,Yes,"S4, S14, S18",,,,,,,,,,
9ab8c429-e3cf-485b-8706-9473b31ad759,615-28-1,615281,,615-28-1,"1,2-Phenylenediamine dihydrochloride",,,,Yes,S18,,,,,,,,,,
9ab8ce06-2c1e-4a08-a8e9-ab055dbf05c7,61660-12-6,61660126,,61660-12-6,"1-Octanesulfonamide, N-ethyl-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluoro-N-[3-(trimethoxysilyl)propyl]-",,,,,,,,,,,,,,,
9ab8d111-e558-4eeb-ad3f-97f4f3baa72e,61798-68-3,61798683,,61798-68-3,"Pyridinium, 1-(3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluorodecyl)-, salt with 4-methylbenzenesulfonic acid (1:1)",,,,,,,,,,,,,,,
9ab8b685-ab43-4baa-81ba-ff8f1db7c755,62-53-3,62533,3632,62-53-3,Aniline,Aniline,,,Yes,"S4, S14, S18, S19",,,,,Yes ,S7,,,Yes,S8
9ab8c674-3a84-49ff-b8e1-bf6dd49c693c,62-55-5,62555,3657,62-55-5,Thioacetamide,Thioacetamide,,,Yes,"S4, S14, S18 ",,,,,,,,,,
9ab8c6ad-630c-4c00-823b-280bbb92a980,62-56-6,62566,3665,62-56-6,Thiourea,Thiourea,,,Yes,"S4, S18",,,,,,,Yes,S3,Yes,S8
9ab8bcc3-9e5a-43bf-9ea7-151d2d33e215,62-73-7,62737,3681,62-73-7,Dichlorvos,Dichlorvos,,,Yes,"S4, S18",,,,,Yes ,S7,Yes,S3,Yes,S8
9ab8c5a8-f0c1-45af-88e2-fdda68d73a17,62-74-8,62748,3699,62-74-8,Sodium fluoroacetate,Sodium fluoroacetate,,,,,Yes,S4,,,,,,,,
9ab8c2e5-03a9-4a7b-a0ee-ccffe66dc8c8,62-75-9,62759,3707,62-75-9,N-Nitrosodimethylamine,N-Nitrosodimethylamine,,,Yes,"S4, S14, S15, S11, S18, S19",,,Yes ,S14 ,,,,,Yes,S8
9ab8cd94-633d-48ad-bedb-7b839ac57e7b,62037-80-3,62037803,1732558,62037-80-3,Hexafluoropropylene oxide dimer acid ammonium salt,Hexafluoropropylene oxide dimer acid ammonium salt,,,,,,,,,,,,,,
9ab8c2fd-cd03-474c-9cc1-16fd908fbc92,621-64-7,621647,62257,621-64-7,N-Nitrosodi-n-propylamine,N-Nitrosodi-n-propylamine,,,Yes,"S4, S14, S16, S18",,,,,,,,,,
9ab8c432-43c9-4579-8e51-73f27e5e953c,624-18-0,624180,,624-18-0,"1,4-Phenylenediamine dihydrochloride",,,,,,,,,,,,,,,
9ab8c197-e1e5-4b72-bdec-3c3376200e3e,624-83-9,624839,,624-83-9,Methyl isocyanate,,,,,,Yes,"S4, S14",,,,,,,Yes,S8
9ab8b5ba-ee23-4562-826b-1985707e958c,62476-59-9,62476599,325225,62476-59-9,"Acifluorfen, sodium salt","Acifluorfen, sodium salt",,,Yes,S4,,,,,,,,,,
9ab8b8c7-a5f8-48b9-9535-429edd2bff60,63-25-2,63252,3723,63-25-2,Carbaryl,Carbaryl,,,Yes,"S4, S14 ",Yes,S4,,,Yes ,S7 ,Yes,S3,Yes,S8
9ab8c612-7b06-4586-92a8-3af98cd1b17e,630-20-6,630206,65102,630-20-6,"1,1,1,2-Tetrachloroethane","1,1,1,2-Tetrachloroethane",,,Yes,S18,,,,,,,,,,
9ab8c6f6-c9e5-4339-8ad9-668c288fc038,636-21-5,636215,65623,636-21-5,o-Toluidine hydrochloride,o-Toluidine hydrochloride,,,Yes,"S4, S18",,,,,,,,,,
9ab8c7c1-bcf5-4b9b-9612-17a3a9dc00cb,639-58-7,639587,,639-58-7,Triphenyltin chloride,,,,,,,,,,,,Yes,S3,,
9ab8b9c6-38b9-4f97-a95b-6ef98f3b766d,63938-10-3,63938103,,63938-10-3,Chlorotetrafluoroethane,,,,,,,,,,,,,,,
9ab8bf76-3f29-4521-805a-a91e25481f9b,64-18-6,64186,3830,64-18-6,Formic acid,Formic acid,,,,,,,,,,,,,Yes,S8
9ab8bd04-97b4-4476-a069-4863a485e104,64-67-5,64675,3889,64-67-5,Diethyl sulfate,Diethyl sulfate,,,Yes,"S4, S14, S16, S11, S18, S19",,,Yes ,"S14,S11",,,,,Yes,S8
9ab8c643-5d5c-4c5b-ac52-21e00ab9b1ca,64-75-5,64755,3905,64-75-5,Tetracycline hydrochloride,Tetracycline hydrochloride,,,,,Yes,S4,,,,,,,,
9ab8b835-dc55-40ea-a4b3-3a1acbdeae17,6459-94-5,6459945,,6459-94-5,C.I. Acid Red 114,,,,Yes,"S4, S14, S18",,,,,,,,,,
9ab8ba0f-468e-4b07-9f9c-f7c45fed75d7,64902-72-3,64902723,342899,64902-72-3,Chlorsulfuron,Chlorsulfuron,,,,,,,,,,,,,,
9ab8bbb7-3725-4804-8f6e-e9eac618ea06,64969-34-2,64969342,,64969-34-2,"3,3'-Dichlorobenzidine sulfate",,,,Yes,S18,,,,,,,,,,
9ab8d0c0-bbd0-4b95-a6c8-fcd8a678bed9,65104-45-2,65104452,344929,65104-45-2,"2-Propenoic acid, 2-methyl-, 3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12-heneicosafluorododecyl ester, polymer with 3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluorodecyl 2-methyl-2-propenoate, methyl 2-methyl-2-propenoate, 3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,14,14,14-pentacosafluorotetradecyl 2-methyl-2-propenoate and 3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl 2-methyl-2-propenoate","2-Propenoic acid, 2-methyl-, 3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12-heneicosafluorododecyl ester, polymer with 3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluorodecyl 2-methyl-2-propenoate, methyl 2-methyl-2-propenoate, 3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,14,14,14-pentacosafluorotetradecyl 2-methyl-2-propenoate and 3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl 2-methyl-2-propenoate",,,,,,,,,,,,,,
9ab8cca6-da58-416e-a4cb-2a103a0fdd93,65104-65-6,65104656,,65104-65-6,"1-Eicosanol, 3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,14,14,15,15,16,16,17,17,18,18,19,19,20,20,20-heptatriacontafluoro-",,,,,,,,,,,,,,,
9ab8cde5-c624-4f20-9d1e-8db233b7040c,65104-67-8,65104678,,65104-67-8,"1-Octadecanol, 3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,14,14,15,15,16,16,17,17,18,18,18-tritriacontafluoro-",,,,,,,,,,,,,,,
9ab8cd7c-1df1-4102-9f27-20802567a8df,65510-55-6,65510556,,65510-55-6,"Hexadecane, 1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,14,14-nonacosafluoro-16-iodo-",,,,,,,,,,,,,,,
9ab8cf09-df35-453b-96a1-3689b124cc87,65530-59-8,65530598,,65530-59-8,"Poly(difluoromethylene), α-fluoro-ω-(2-hydroxyethyl)-, 2-hydroxy-1,2,3-propanetricarboxylate (3:1)",,,,,,,,,,,,,,,
9ab8cf2a-4e7a-48b7-bf9e-294f76aba9f8,65530-61-2,65530612,348524,65530-61-2,"Poly(difluoromethylene), α-fluoro-ω-[2-(phosphonooxy)ethyl]-","Poly(difluoromethylene), α-fluoro-ω-[2-(phosphonooxy)ethyl]-",,,,,,,,,,,,,,
9ab8cf53-1e18-481c-aeca-210d0c4c1b6f,65530-62-3,65530623,348532,65530-62-3,"Poly(difluoromethylene), α,α'-[phosphinicobis(oxy-2,1-ethanediyl)]bis[ω-fluoro-","Poly(difluoromethylene), α,α'-[phosphinicobis(oxy-2,1-ethanediyl)]bis[ω-fluoro-",,,,,,,,,,,,,,
9ab8cccf-ded4-45d9-af4a-54c2de6257cd,65530-63-4,65530634,348540,65530-63-4,"Ethanol, 2,2'-iminobis-, compd. with α-fluoro-ω-[2-(phosphonooxy)ethyl]poly(difluoromethylene) (2:1)","Ethanol, 2,2'-iminobis-, compd. with α-fluoro-ω-[2-(phosphonooxy)ethyl]poly(difluoromethylene) (2:1)",,,,,,,,,,,,,,
9ab8ccd8-009f-4fa0-8f4d-af6e1240e7cb,65530-64-5,65530645,348557,65530-64-5,"Ethanol, 2,2'-iminobis-, compd. with α,α'-[phosphinicobis(oxy-2,1-ethanediyl)]bis[ω-fluoropoly(difluoromethylene)] (1:1)","Ethanol, 2,2'-iminobis-, compd. with α,α'-[phosphinicobis(oxy-2,1-ethanediyl)]bis[ω-fluoropoly(difluoromethylene)] (1:1)",,,,,,,,,,,,,,
9ab8cf22-3759-480f-9507-165f6c0ff960,65530-65-6,65530656,,65530-65-6,"Poly(difluoromethylene), α-fluoro-ω-[2-[(1-oxooctadecyl)oxy]ethyl]-",,,,,,,,,,,,,,,
9ab8cf11-ef6a-4ce0-85bf-0f728e86c852,65530-66-7,65530667,,65530-66-7,"Poly(difluoromethylene), α-fluoro-ω-[2-[(2-methyl-1-oxo-2-propenyl)oxy]ethyl]-",,,,,,,,,,,,,,,
9ab8cef1-214d-44d8-9a91-838c48572962,65530-69-0,65530690,,65530-69-0,"Poly(difluoromethylene), α-[2-[(2-carboxyethyl)thio]ethyl]-ω-fluoro-, lithium salt",,,,,,,,,,,,,,,
9ab8cf5b-2cd8-4b55-bf16-f23324f27070,65530-70-3,65530703,348615,65530-70-3,"Poly(difluoromethylene), α,α'-[phosphinicobis(oxy-2,1-ethanediyl)]bis[ω-fluoro-, ammonium salt","Poly(difluoromethylene), α,α'-[phosphinicobis(oxy-2,1-ethanediyl)]bis[ω-fluoro-, ammonium salt",,,,,,,,,,,,,,
9ab8cf42-e285-4609-8184-1cc624eac270,65530-71-4,65530714,,65530-71-4,"Poly(difluoromethylene), α-fluoro-ω-[2-(phosphonooxy)ethyl]-, monoammonium salt",,,,,,,,,,,,,,,
9ab8cf3a-c6e2-4f18-b6f9-fd8e30febff4,65530-72-5,65530725,348631,65530-72-5,"Poly(difluoromethylene), α-fluoro-ω-[2-(phosphonooxy)ethyl]-, diammonium salt","Poly(difluoromethylene), α-fluoro-ω-[2-(phosphonooxy)ethyl]-, diammonium salt",,,,,,,,,,,,,,
9ab8ccc7-c779-4adf-8780-b39920cd0445,65530-74-7,65530747,,65530-74-7,"Ethanol, 2,2'-iminobis-, compd. with α-fluoro-ω-[2-(phosphonooxy)ethyl]poly(difluoromethylene) (1:1)",,,,,,,,,,,,,,,
9ab8cee9-0fd6-479c-b801-0c21bd23db69,65530-83-8,65530838,,65530-83-8,"Poly(difluoromethylene), α-[2-[(2-carboxyethyl)thio]ethyl]-ω-fluoro-",,,,,,,,,,,,,,,
9ab8cf94-b29a-490f-9182-43cbf6676eb7,65545-80-4,65545804,348789,65545-80-4,"Poly(oxy-1,2-ethanediyl), α-hydro-ω-hydroxy-, ether with α-fluoro-ω-(2-hydroxyethyl)poly(difluoromethylene) (1:1)","Poly(oxy-1,2-ethanediyl), α-hydro-ω-hydroxy-, ether with α-fluoro-ω-(2-hydroxyethyl)poly(difluoromethylene) (1:1)",,,,,,,,,,,,,,
9ab8cef9-34a8-4956-a6b8-da3940080974,65605-56-3,65605563,,65605-56-3,"Poly(difluoromethylene), α-fluoro-ω-(2-hydroxyethyl)-, dihydrogen 2-hydroxy-1,2,3-propanetricarboxylate",,,,,,,,,,,,,,,
9ab8cf01-4c7c-49ad-99c9-6bc2241d15dd,65605-57-4,65605574,,65605-57-4,"Poly(difluoromethylene), α-fluoro-ω-(2-hydroxyethyl)-, hydrogen 2-hydroxy-1,2,3-propanetricarboxylate",,,,,,,,,,,,,,,
9ab8d078-0448-4918-8757-f4445bb9601c,65605-58-5,65605585,349068,65605-58-5,"2-Propenoic acid, esters, 2-methyl-, dodecyl ester, polymer with α-fluoro-ω-[2-[(2-methyl-1-oxo-2-propen-1-yl)oxy]ethyl]poly(difluoromethylene)","2-Propenoic acid, esters, 2-methyl-, dodecyl ester, polymer with α-fluoro-ω-[2-[(2-methyl-1-oxo-2-propen-1-yl)oxy]ethyl]poly(difluoromethylene)",,,,,,,,,,,,,,
9ab8d0a0-7c97-49a2-87ec-3d87a9a93772,65605-59-6,65605596,,65605-59-6,"2-Propenoic acid, 2-methyl-, dodecyl ester, polymer with α-fluoro-ω-[2-[(2-methyl-1-oxo-2-propen-1-yl)oxy]ethyl]poly(difluoromethylene) and N-(hydroxymethyl)-2-propenamide",,,,,,,,,,,,,,,
9ab8cf1a-1c89-4e96-8fe0-5951ac5f2be0,65605-73-4,65605734,349183,65605-73-4,"Poly(difluoromethylene), α-fluoro-ω-[2-[(1-oxo-2-propenyl)oxy]ethyl]-, homopolymer","Poly(difluoromethylene), α-fluoro-ω-[2-[(1-oxo-2-propenyl)oxy]ethyl]-, homopolymer",,,,,,,,,,,,,,
9ab8ccaf-003a-4140-979c-de50bb89b1c8,65636-35-3,65636353,,65636-35-3,"Ethanaminium, N,N-diethyl-N-methyl-2-[(2-methyl-1-oxo-2-propenyl)oxy]-, methyl sulfate, polymer with 2-ethylhexyl 2-methyl-2-propenoate, α-fluoro-ω-[2-[(2-methyl-1-oxo-2-propenyl)oxy]ethyl]poly(difluoromethylene), 2-hydroxyethyl 2-methyl-2-propenoate and N-(hydroxymethyl)-2-propenamide",,,,,,,,,,,,,,,
9ab8bf04-d3c2-417d-9597-0d8c09f68506,66441-23-4,66441234,,66441-23-4,Fenoxaprop-ethyl,,,,,,Yes,S4,,,,,,,,
9ab8c105-82ca-4dc1-a75d-8ad521145c79,67-56-1,67561,4283,67-56-1,Methanol,Methanol,,,,,Yes,"S4, S14",,,Yes ,S7,Yes,S3,Yes,S8
9ab8c069-bf6a-4cb3-9b93-2e84932ee7b6,67-63-0,67630,4291,67-63-0,"Isopropyl alcohol (Isopropanol) (only persons who manufacture by the strong acid process are subject, no supplier notification)","Isopropyl alcohol (only persons who manufacture by the strong acid process are subject, no supplier notification)",,,,,,,,,Yes,S7,,,Yes,S8
9ab8b984-0b68-4b19-a5db-157a62e7959b,67-66-3,67663,4317,67-66-3,Chloroform,Chloroform,,,Yes,"S4, S18",Yes,S4,,,Yes  ,S7,Yes,S3,Yes,S8
9ab8bfbf-321f-403a-87c2-77eff3ee328f,67-72-1,67721,4341,67-72-1,Hexachloroethane,Hexachloroethane,,,Yes,"S4, S18",,,,,,,,,,
9ab8bff0-17e5-4ed5-8092-4a71bd467f49,67485-29-4,67485294,358291,67485-29-4,Hydramethylnon,Hydramethylnon,,,,,Yes,S4,,,,,,,,
9ab8c9cd-a0a5-4755-9e6d-1d939dc1c010,67562-39-4,67562394,,67562-39-4,"1,2,3,4,6,7,8-Heptachlorodibenzofuran",,,,,,,,,,,,,,,
9ab8cc3e-18fd-4aab-b67b-33bf76206fab,67584-42-3,67584423,,67584-42-3,"Cyclohexanesulfonic acid, decafluoro(pentafluoroethyl)-, potassium salt",,,,,,,,,,,,,,,
9ab8cd31-b39e-4fc0-a0ed-ee076be206bc,67584-52-5,67584525,,67584-52-5,"Glycine, N-ethyl-N-[(undecafluoropentyl)sulfonyl]-, potassium salt",,,,,,,,,,,,,,,
9ab8cd29-976d-47ce-adfd-1513dc9c8e47,67584-53-6,67584536,,67584-53-6,"Glycine, N-ethyl-N-[(tridecafluorohexyl)sulfonyl]-, potassium salt",,,,,,,,,,,,,,,
9ab8d109-d43e-43fd-9a04-27d30258ed19,67584-56-9,67584569,,67584-56-9,"2-Propenoic acid, 2-[methyl[(undecafluoropentyl)sulfonyl]amino]ethyl ester",,,,,,,,,,,,,,,
9ab8d101-c737-461f-a459-a969fd632371,67584-57-0,67584570,,67584-57-0,"2-Propenoic acid, 2-[methyl[(tridecafluorohexyl)sulfonyl]amino]ethyl ester",,,,,,,,,,,,,,,
9ab8d005-e418-47c1-b597-dce6665382f8,67584-58-1,67584581,358572,67584-58-1,"1-Propanaminium, N,N,N-trimethyl-3-[[(pentadecafluoroheptyl)sulfonyl]amino]-, iodide","1-Propanaminium, N,N,N-trimethyl-3-[[(pentadecafluoroheptyl)sulfonyl]amino]-, iodide",,,,,,,,,,,,,,
9ab8cd21-82e3-4a75-997e-32add9f37a3c,67584-62-7,67584627,,67584-62-7,"Glycine, N-ethyl-N-[(pentadecafluoroheptyl)sulfonyl]-, potassium salt",,,,,,,,,,,,,,,
9ab8cc76-c190-4b1f-a5a7-603d4b8217fe,678-39-7,678397,67280,678-39-7,"1-Decanol, 3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluoro-","1-Decanol, 3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluoro-",,,,,,,,,,,Yes,S3,,
9ab8ceb8-7670-4ac7-ab24-2e6c1ce0de84,67905-19-5,67905195,,67905-19-5,Perfluoropalmitic acid,,,,,,,,,,,,,,,
9ab8cc66-94a9-47c7-8365-325944e4c505,67906-42-7,67906427,,67906-42-7,"1-Decanesulfonic acid, 1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heneicosafluoro-, ammonium salt",,,,,,,,,,,,,,,
9ab8ce16-510b-4014-a283-afc8e7d1e38d,67969-69-1,67969691,,67969-69-1,"1-Octanesulfonamide, N-ethyl-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluoro-N-[2-(phosphonooxy)ethyl]-, diammonium salt",,,,,,,,,,,,,,,
9ab8bd96-9239-41c5-b526-dff982463475,68-12-2,68122,4416,68-12-2,"N,N-Dimethylformamide","N,N-Dimethylformamide",,,Yes,"S4, S18, S19",Yes,"S11, S14",,,Yes ,S7,Yes,S3,Yes,S8
9ab8c717-3d9a-4e36-9abc-08f25873fff2,68-76-8,68768,,68-76-8,Triaziquone,,,,,,,,,,,,,,,
9ab8bfd7-6a1d-490e-86e2-39250dfef0e9,680-31-9,680319,,680-31-9,Hexamethylphosphoramide,,,,Yes,"S4, S14, S16, S18",Yes,S4,Yes ,S14 ,,,,,,
9ab8d0e1-1aaa-46fb-9969-531f8a45534d,68084-62-8,68084628,,68084-62-8,"2-Propenoic acid, 2-[methyl[(pentadecafluoroheptyl)sulfonyl]amino]ethyl ester",,,,,,,,,,,,,,,
9ab8baaa-648f-45a6-9163-28406df6bb32,68085-85-8,68085858,392688,68085-85-8,Cyhalothrin,Cyhalothrin,,,,,,,,,Yes ,S7 ,,,,
9ab8d19b-d85e-4679-b507-369b0e49e10f,68140-18-1,68140181,,68140-18-1,"Thiols, C4-10, γ-ω-perfluoro",,,,,,,,,,,,,,,
9ab8d1ac-0e10-4dfc-aefb-2df2303be11e,68140-20-5,68140205,,68140-20-5,"Thiols, C6-12, γ-ω-perfluoro",,,,,,,,,,,,,,,
9ab8d1bc-c60e-4f76-b804-ed291cc9dbe5,68140-21-6,68140216,,68140-21-6,"Thiols, C10-20, γ-ω-perfluoro",,,,,,,,,,,,,,,
9ab8cc35-bc4a-4e95-8757-586a4fdd3b2e,68141-02-06,68141026,401232,68141-02-06,Chromium(III) perfluorooctanoate,Chromium(III) perfluorooctanoate,,,,,,,,,,,,,,
9ab8cc4e-5c4a-40ef-a707-fb552b8c177d,68156-01-04,68156014,,68156-01-04,"Cyclohexanesulfonic acid, nonafluorobis(trifluoromethyl)-, potassium salt",,,,,,,,,,,,,,,
9ab8cc46-3035-49a6-aaef-e23720f1bd25,68156-07-0,68156070,,68156-07-0,"Cyclohexanesulfonic acid, decafluoro(trifluoromethyl)-, potassium salt",,,,,,,,,,,,,,,
9ab8cc25-726e-4722-a005-9bfc8b29f277,68187-25-7,68187257,,68187-25-7,"Butanoic acid, 4-[[3-(dimethylamino)propyl]amino]-4-oxo-, 2(or 3)-[(γ-ω-perfluoro-C6-20-alkyl)thio] derivs.",,,,,,,,,,,,,,,
9ab8d05f-d305-4cdb-8c4e-79efcd1c40a8,68187-47-3,68187473,406546,68187-47-3,"1-Propanesulfonic acid, 2-methyl-, 2-[[1-oxo-3-[(γ-ω-perfluoro-C4-16-alkyl)thio]propyl]amino] derivs., sodium salts","1-Propanesulfonic acid, 2-methyl-, 2-[[1-oxo-3-[(γ-ω-perfluoro-C4-16-alkyl)thio]propyl]amino] derivs., sodium salts",,,,,,,,,,,,,,
9ab8cc0d-2c25-4d25-8e63-0c1e7f77d2ae,68188-12-5,68188125,,68188-12-5,"Alkyl iodides, C4-20, γ-ω-perfluoro",,,,,,,,,,,,,,,
9ab8d067-e11e-4e39-a2b2-a82748c65b82,68227-96-3,68227963,411777,68227-96-3,"2-Propenoic acid, butyl ester, telomer with 2-[[(heptadecafluorooctyl)sulfonyl]methylamino]ethyl 2-propenoate, 2-[methyl[(nonafluorobutyl)sulfonyl]amino]ethyl 2-propenoate, α-(2- methyl-1-oxo-2-propenyl)-ω-hydroxypoly(oxy-1,4-butanediyl), α-(2- methyl-1-oxo-2-propenyl)-ω-[(2-methyl-1-oxo-2- propenyl)oxy]poly(oxy-1,4-butanediyl), 2-[methyl [(pentadecafluoroheptyl)sulfonyl]amino]ethyl 2-propenoate, 2-[methyl[(tridecafluorohexyl)sulfonyl]amino]ethyl 2-propenoate, 2-[methyl[(undecafluoropentyl)sulfonyl]amino]ethyl 2-propenoate and 1-octanethiol","2-Propenoic acid, butyl ester, telomer with 2-[[(heptadecafluorooctyl)sulfonyl]methylamino]ethyl 2-propenoate, 2-[methyl[(nonafluorobutyl)sulfonyl]amino]ethyl 2-propenoate, α-(2-methyl-1-oxo-2-propenyl)-ω-hydroxypoly(oxy-1,4-butanediyl), α-(2-methyl-1-oxo-2-propenyl)-ω-[(2-methyl-1-oxo-2-propenyl)oxy]poly(oxy-1,4-butanediyl), 2-[methyl[(pentadecafluoroheptyl)sulfonyl]amino]ethyl 2-propenoate, 2-[methyl[(tridecafluorohexyl)sulfonyl]amino]ethyl 2-propenoate, 2-[methyl[(undecafluoropentyl)sulfonyl]amino]ethyl 2-propenoate and 1-octanethiol",,,,,,,,,,,,,,
9ab8d0a8-8a28-4a70-a103-b4f97c06ae7d,68239-43-0,68239430,,68239-43-0,"2-Propenoic acid, 2-methyl-, 2-ethylhexyl ester, polymer with α-fluoro-ω-[2-[(2-methyl-1-oxo-2-propen-1-yl)oxy]ethyl]poly(difluoromethylene), 2-hydroxyethyl 2-methyl-2-propenoate and N-(hydroxymethyl)-2-propenamide",,,,,,,,,,,,,,,
9ab8cd5a-2c53-4180-a6c7-eb49b6a05a4f,68259-07-04,68259074,,68259-07-04,"1-Heptanesulfonic acid, 1,1,2,2,3,3,4,4,5,5,6,6,7,7,7-pentadecafluoro-, ammonium salt",,,,,,,,,,,,,,,
9ab8cdac-b2ae-4813-b380-f697975045fc,68259-08-05,68259085,,68259-08-05,"1-Hexanesulfonic acid, 1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-, ammonium salt",,,,,,,,,,,,,,,
9ab8ce47-549d-4f72-a835-cbae5ef00214,68259-09-06,68259096,,68259-09-06,"1-Pentanesulfonic acid, 1,1,2,2,3,3,4,4,5,5,5-undecafluoro-, ammonium salt",,,,,,,,,,,,,,,
9ab8cfb5-5d20-41c4-8c5b-8c3fe3fe8233,68259-38-1,68259381,,68259-38-1,"Poly[oxy(methyl-1,2-ethanediyl)], α-[2-[ethyl[(tridecafluorohexyl)sulfonyl]amino]ethyl]-ω-hydroxy-",,,,,,,,,,,,,,,
9ab8cfad-18df-4516-870d-4c5a30adff7a,68259-39-2,68259392,,68259-39-2,"Poly[oxy(methyl-1,2-ethanediyl)], α-[2-[ethyl[(pentadecafluoroheptyl)sulfonyl]amino]ethyl]-ω-hydroxy-",,,,,,,,,,,,,,,
9ab8d06f-f041-46e7-8e81-d679f032071e,68298-62-4,68298624,,68298-62-4,"2-Propenoic acid, 2-[butyl[(heptadecafluorooctyl)sulfonyl]amino]ethyl ester, telomer with 2-[butyl[(pentadecafluoroheptyl)sulfonyl]amino]ethyl 2-propenoate, methyloxirane polymer with oxirane di-2-propenoate,
 methyloxirane polymer with oxirane mono-2-propenoate and 1-octanethiol",,,,,,,,,,,,,,,
9ab8cf84-6580-40ec-84b0-7a76c6096f75,68298-80-6,68298806,,68298-80-6,"Poly(oxy-1,2-ethanediyl), α-[2-[ethyl[(undecafluoropentyl)sulfonyl]amino]ethyl]-ω-hydroxy-",,,,,,,,,,,,,,,
9ab8cf8c-6c24-4e65-b063-66263076809c,68298-81-7,68298817,,68298-81-7,"Poly(oxy-1,2-ethanediyl), α-[2-[ethyl[(pentadecafluoroheptyl)sulfonyl]amino]ethyl]-ω-hydroxy-",,,,Yes,S19,,,,,,,,,,
9ab8cfbd-7c8d-4285-b564-f3036583653b,68310-17-8,68310178,,68310-17-8,"Poly[oxy(methyl-1,2-ethanediyl)], α-[2-[ethyl[(undecafluoropentyl)sulfonyl]amino]ethyl]-ω-hydroxy-",,,,,,,,,,,,,,,
9ab8baa2-4a40-4f9a-a5f2-baa4d770c349,68359-37-5,68359375,420992,68359-37-5,Cyfluthrin,Cyfluthrin,,,,,,,,,,,,,,
9ab8cbfc-f63a-4c72-9fb2-7cea383b16b6,68391-08-02,68391082,422907,68391-08-02,"Alcohols, C8-14, γ-ω-perfluoro","Alcohols, C8-14, γ-ω-perfluoro",,,,,,,,,,,,,,
9ab8c30e-22aa-47ad-9377-bbe700f125f0,684-93-5,684935,67462,684-93-5,N-Nitroso-N-methylurea,N-Nitroso-N-methylurea,,,Yes,"S4, S14, S16, S18, S19",Yes,S14,Yes ,S14 ,,,,,,
9ab8cad5-5c7f-4a05-8466-07632e60097e,68412-54-4,68412544,,68412-54-4,"Poly(oxy-1,2-ethanediyl), α-(nonylphenyl)-w-hydroxy-, branched; (Polyethylene glycol mono(branched nonylphenyl) ether)",,,,,,,,,,,,Yes ,"S14,S11",,
9ab8ced0-bcd8-4298-801d-2aa1b5322908,68412-68-0,68412680,427518,68412-68-0,"Phosphonic acid, perfluoro-C6-12-alkyl derivs.","Phosphonic acid, perfluoro-C6-12-alkyl derivs.",,,,,,,,,,,,,,
9ab8cec8-ae8a-4966-a632-1eec83634e7d,68412-69-1,68412691,427526,68412-69-1,"Phosphinic acid, bis(perfluoro-C6-12-alkyl) derivs.","Phosphinic acid, bis(perfluoro-C6-12-alkyl) derivs.",,,,,,,,,,,,,,
9ab8cc1d-67e9-4804-8e63-e1a4d2f5d73e,68515-62-8,68515628,,68515-62-8,"1,4-Benzenedicarboxylic acid, dimethyl ester, reaction products with bis(2-hydroxyethyl)terephthalate, ethylene glycol, α-fluoro-ω-(2- hydroxyethyl)poly(difluoromethylene), hexakis(methoxymethyl)melamine and polyethylene glycol",,,,,,,,,,,,,,,
9ab8ce36-ec83-42fe-bd11-173d7ef90262,68555-74-8,68555748,,68555-74-8,"1-Pentanesulfonamide, 1,1,2,2,3,3,4,4,5,5,5-undecafluoro-N-(2-hydroxyethyl)-N-methyl-",,,,,,,,,,,,,,,
